🛠️  Fichiers modifiés: 31
⚠️  Problèmes restants: 67
src_file,line,raw_target,target_file,fragment,suggested,reason
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",5,"#quest-ce-que-le-protocole-i2c-","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","quest-ce-que-le-protocole-i2c-","quest-ce-que-le-protocole-i2c","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",6,"#fonctionnement-de-base-di2c","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","fonctionnement-de-base-di2c","fonctionnement-de-base-di2c","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",7,"#utilité-di2c-dans-le-contexte-arduino","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","utilité-di2c-dans-le-contexte-arduino","utilite-di2c-dans-le-contexte-arduino","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",9,"#exemple--lecture-dun-accéléromètre-mpu-6050","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","exemple--lecture-dun-accéléromètre-mpu-6050","exemple-lecture-dun-accelerometre-mpu-6050","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",10,"#exemple--contrôle-décran-lcd-1602-i2c","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","exemple--contrôle-décran-lcd-1602-i2c","exemple-controle-decran-lcd-1602-i2c","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md",12,"#exemples-dappareils-communs-utilisant-i2c","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07c_i2c\index.md","exemples-dappareils-communs-utilisant-i2c","exemples-dappareils-communs-utilisant-i2c","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07d_stepper\index.md",8,"#fonctionnement-dun-moteur-pas-à-pas","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07d_stepper\index.md","fonctionnement-dun-moteur-pas-à-pas","fonctionnement-dun-moteur-pas-a-pas","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07d_stepper\index.md",11,"#rapport-de-réduction-de-lengrenage","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c07\c07d_stepper\index.md","rapport-de-réduction-de-lengrenage","rapport-de-reduction-de-lengrenage","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md",13,"#explication-du-code-1","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md","explication-du-code-1","explication-du-code-1","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md",14,"#fonction-serialreadstringuntil","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md","fonction-serialreadstringuntil","fonction-serialreadstringuntil","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md",15,"#explication-du-code-2","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08a_serial_read\index.md","explication-du-code-2","explication-du-code-2","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08b_poo_base\index.md",14,"#concept-de-lobjet","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08b_poo_base\index.md","concept-de-lobjet","concept-de-lobjet","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08b_poo_base\index.md",16,"#création-dune-classe","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08b_poo_base\index.md","création-dune-classe","creation-dune-classe","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08c_psu\index.md",11,"#branchement-à-larduino","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c08\c08c_psu\index.md","branchement-à-larduino","branchement-a-larduino","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09a_moteur_dc\index.md",7,"#premièrement-quest-ce-quun-pont-en-h","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09a_moteur_dc\index.md","premièrement-quest-ce-quun-pont-en-h","premierement-quest-ce-quun-pont-en-h","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09a_moteur_dc\index.md",8,"#le-contrôleur-de-moteur-l293d-1","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09a_moteur_dc\index.md","le-contrôleur-de-moteur-l293d-1","le-controleur-de-moteur-l293d-1","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09b_fsm_revisited\index.md",7,"#lentrée","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09b_fsm_revisited\index.md","lentrée","lentree","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09b_fsm_revisited\index.md",8,"#lexécution","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c09\c09b_fsm_revisited\index.md","lexécution","lexecution","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md",10,"#le-principe-douverturefermeture-openclosed-principle","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md","le-principe-douverturefermeture-openclosed-principle","le-principe-douverturefermeture-openclosed-principle","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md",19,"#système-dalarme","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md","système-dalarme","systeme-dalarme","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md",22,"#requis-1","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c10\c10a_refactorisation\index.md","requis-1","requis-1","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c11\c11a_wifi\index.md",13,"#branchement-1","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c11\c11a_wifi\index.md","branchement-1","branchement-1","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c12\index.md",5,"#quest-ce-que-le-mqtt","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c12\index.md","quest-ce-que-le-mqtt","quest-ce-que-le-mqtt","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c12\index.md",22,"#sabonner-à-un-sujet","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\c12\index.md","sabonner-à-un-sujet","sabonner-a-un-sujet","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\ameliorer_son_code.md",14,"#modèle-dune-fonction-détat","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\ameliorer_son_code.md","modèle-dune-fonction-détat","modele-dune-fonction-detat","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\ameliorer_son_code.md",15,"#modèle-dune-fonction-de-tâche","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\ameliorer_son_code.md","modèle-dune-fonction-de-tâche","modele-dune-fonction-de-tache","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\pointeurs.md",5,"#quest-ce-quun-pointeur","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\pointeurs.md","quest-ce-quun-pointeur","quest-ce-quun-pointeur","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\coder_avec_vscode\readme.md",7,"#installer-lextension-arduino","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\coder_avec_vscode\readme.md","installer-lextension-arduino","installer-lextension-arduino","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\coder_avec_vscode\readme.md",9,"#configurer-lextension-arduino","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\extras\coder_avec_vscode\readme.md","configurer-lextension-arduino","configurer-lextension-arduino","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md",24,"#platine-dexpérimentation-sans-soudure-breadboard","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md","platine-dexpérimentation-sans-soudure-breadboard","platine-dexperimentation-sans-soudure-breadboard","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md",26,"#fil-de-raccordement-mm-jumper-wires","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md","fil-de-raccordement-mm-jumper-wires","fil-de-raccordement-mm-jumper-wires","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md",27,"#fil-de-raccordement-mf-jumper-wires","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md","fil-de-raccordement-mf-jumper-wires","fil-de-raccordement-mf-jumper-wires","Ancre introuvable dans la page cible (titre ou id HTML)."
"D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md",35,"#références-1","D:\OneDrive - Cégep de Shawinigan\_cours\_contenus\0SX - Développement de systèmes embarqués\0sx_notes_cours\docs\intro_arduino_jp\index.md","références-1","references-1","Ancre introuvable dans la page cible (titre ou id HTML)."
